Gastos medios y distribución porcentual;Quintil de gasto;Códigos de gasto (2 dígitos);Periodo;Total
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2007;11,92
Distribución (porcentajes horizontales);Quintil 2;03 Vestido y calzado;2006;11,29
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;16,16
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;16,49
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;16,09
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;15,82
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;15,84
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;15,94
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;16,12
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;16,06
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2015;15,98
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2014;15,97
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2013;15,76
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2012;15,76
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2011;15,92
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2010;16,19
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2009;16,1
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2008;16,13
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2007;16,54
Distribución (porcentajes horizontales);Quintil 2;04 Vivienda, agua, electricidad, gas y otros combustibles;2006;16,51
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;11,93
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;11,46
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;11,57
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;11,89
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;10,99
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;11,3
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;11,1
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;10,95
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2015;11,09
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2014;11,74
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2013;10,82
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2012;10,67
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2011;10,62
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2010;10,82
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2009;10,52
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2008;11,5
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2007;10,67
Distribución (porcentajes horizontales);Quintil 2;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2006;9,9
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2023;12,09
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2022;11,87
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2021;11,91
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2020;11,75
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2019;11,76
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2018;11,71
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2017;12,25
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2016;12,06
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2015;10,53
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2014;9,92
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2013;11,29
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2012;10,82
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2011;10,06
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2010;10,24
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2009;10,23
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2008;10,4
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2007;10,87
Distribución (porcentajes horizontales);Quintil 2;06 Sanidad;2006;10,85
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2023;9,85
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2022;9,41
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2021;9,21
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2020;9,07
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2019;9,63
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2018;9,41
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2017;9,91
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2016;10,18
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2015;10,23
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2014;10,33
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2013;11,1
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2012;11,07
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2011;10,25
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2010;9,75
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2009;10,01
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2008;9,29
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2007;8,61
Distribución (porcentajes horizontales);Quintil 2;07 Transporte;2006;8,12
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2023;18,21
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2022;18,19
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2021;18,32
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2020;18,24
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2019;17,91
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2018;17,66
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2017;18
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2016;17,92
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2015;17,93
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2014;17,96
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2013;18,04
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2012;17,7
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2011;17,21
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2010;16,96
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2009;17,26
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2008;16,7
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2007;16,74
Distribución (porcentajes horizontales);Quintil 2;08 Comunicaciones;2006;15,74
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2023;10,38
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2022;10,58
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2021;10,31
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2020;10,7
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2019;9,99
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2018;10,25
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2017;10,28
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2016;10,14
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2015;10,65
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2014;10,42
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2013;10,72
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2012;11,04
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2011;10,85
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2010;11,08
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2009;11,29
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2008;11,14
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2007;10,92
Distribución (porcentajes horizontales);Quintil 2;09 Ocio y cultura;2006;10,51
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2023;9,96
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2022;10,27
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2021;9,76
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2020;9,17
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2019;9,87
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2018;10,45
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2017;10,91
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2016;9,25
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2015;8,59
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2014;9,56
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2013;8,91
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2012;8,42
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2011;8,52
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2010;9,22
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2009;10,1
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2008;9,3
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2007;8,93
Distribución (porcentajes horizontales);Quintil 2;10 Enseñanza;2006;7,85
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2023;10,5
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2022;10,21
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2021;9,81
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2020;9,16
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2019;11,01
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2018;10,47
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2017;10,52
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2016;10,47
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2015;10,55
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2014;10,7
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2013;11,16
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2012;11,41
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2011;11,36
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2010;11,31
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2009;12,04
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2008;12,03
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2007;12,11
Distribución (porcentajes horizontales);Quintil 2;11 Restaurantes y hoteles;2006;11,83
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2023;14,19
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2022;13,97
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2021;14,37
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2020;13,9
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2019;13,73
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2018;13,29
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2017;13,43
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2016;13,52
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2015;12,98
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2014;12,97
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2013;13,2
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2012;12,92
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2011;13,38
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2010;12,93
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2009;12,77
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2008;13,02
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2007;12,43
Distribución (porcentajes horizontales);Quintil 2;12 Otros bienes y servicios;2006;11,53
Distribución (porcentajes horizontales);Quintil 3;Índice general;2023;17,87
Distribución (porcentajes horizontales);Quintil 3;Índice general;2022;18,01
Distribución (porcentajes horizontales);Quintil 3;Índice general;2021;17,87
Distribución (porcentajes horizontales);Quintil 3;Índice general;2020;17,99
Distribución (porcentajes horizontales);Quintil 3;Índice general;2019;17,95
Distribución (porcentajes horizontales);Quintil 3;Índice general;2018;17,97
Distribución (porcentajes horizontales);Quintil 3;Índice general;2017;17,89
Distribución (porcentajes horizontales);Quintil 3;Índice general;2016;17,91
